"source","object_id","original_location_str","site","no_samples","results","street_name","street_suffix","notes","geometry"
"Property Water Samples",993,"176 PANAEWA STREET","TMK: 4-6-009:051",2,"<p> Sample Date: 05/10/2024 <br> Station ID: SL_M1759_0510_SVOC_1 <br> Laboratory ID: 2405016-13 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit)  <p> Sample Date: 5/10/2024<br> Sample ID: SL_M1759_0510_VOC_1<br> Laboratory ID: 2405058-02<br> Reporting value: All VOCs are ND (Non-detect)","176 PANAEWA","ST",NA,c(-156.6781262, 20.8755627)
"Property Water Samples",994,"736 PUPU PLACE","TMK: 4-6-026:031",2,"<p> Sample Date: 05/10/2024 <br> Station ID: SL_M1629_0510_SVOC_1 <br> Laboratory ID: 2405016-15 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit)  <p> Sample Date: 5/10/2024<br> Sample ID: SL_M1629_0510_VOC_1<br> Laboratory ID: 2405058-03<br> Reporting value: All VOCs are ND (Non-detect)","736 PUPU","PL",NA,c(-156.6725826, 20.8788184)
"Property Water Samples",995,"820 KALE STREET","TMK: 4-5-023:018",2,"<p> Sample Date: 05/10/2024 <br> Station ID: SL_M1527_0510_SVOC_1 <br> Laboratory ID: 2405016-16 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit)  <p> Sample Date: 5/10/2024 <br> Sample ID: SL_M1527_0510_VOC_1 <br> Laboratory ID: 2405058-05 <br> Analyte: Dichloromethane   <br> Result: 0.34 ug/L  <br> RL: 0.50 ug/L","820 KALE","ST",NA,c(-156.6738556, 20.8802931)
"Property Water Samples",996,"1560 AINAKEA STREET","TMK: 4-5-027:029",2,"<p> Sample Date: 05/10/2024 <br> Station ID: SL_M0268_0510_SVOC_1 <br> Laboratory ID: 2405016-17 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit)  <p> Sample Date: 5/10/2024<br> Sample ID: SL_M0268_0510_VOC_1<br> Laboratory ID: 2405058-06<br> Reporting value: All VOCs are ND (Non-detect)","1560 AINAKEA","ST",NA,c(-156.6829483, 20.8963099)
"Property Water Samples",997,"810 KELAWEA STREET (2/2 MTRS)","TMK: 4-5-026:001",2,"<p> Sample Date: 05/10/2024 <br> Station ID: SL_M1418_0510_SVOC_1 <br> Laboratory ID: 2405016-18 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit)   <p> Sample Date: 5/10/2024<br> Sample ID: SL_M1418_0510_VOC_1<br> Laboratory ID: 2405058-07<br> Reporting value: All VOCs are ND (Non-detect)","810 KELAWEA","ST",NA,c(-156.6718254, 20.8812315)
"Property Water Samples",998,"901 KOPILI STREET","TMK: 4-5-024:020",2,"<p> Sample Date: 05/10/2024 <br> Station ID: SL_M1414_0510_SVOC_1 <br> Laboratory ID: 2405016-19 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit)  <p> Sample Date: 5/10/2024 <br> Sample ID: SL_M1414_0510_VOC_1 <br> Laboratory ID: 2405058-04 <br> Analyte: Dichloromethane   <br> Result: 0.34 ug/L  <br> RL: 0.50 ug/L","901 KOPILI","ST",NA,c(-156.6768273, 20.8813482)
"Property Water Samples",999,"HONOAPIILANI HWY/WMC","HONOAPIILANI HWY/WMC",2,"<p> Sample Date: 05/10/2024 <br> Station ID: SL_M1617_0510_SVOC_1 <br> Laboratory ID: 2405016-21 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit)  <p> Sample Date: 5/10/2024<br> Sample ID: SL_M1617_0510_VOC_1<br> Laboratory ID: 2405066-03<br> Reporting value: All VOCs are ND (Non-detect)","HONOAPIILANI","HWY",NA,c(-156.678446, 20.8790132)
"Property Water Samples",1000,"647 LUAKINI STREET","TMK: 4-6-008:008",2,"<p> Sample Date: 05/10/2024 <br> Station ID: SL_M1885_0510_SVOC_1 <br> Laboratory ID: 2405016-20 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit)  <p> Sample Date: 5/10/2024<br> Sample ID: SL_M1885_0510_VOC_1<br> Laboratory ID: 2405066-01<br> Reporting value: All VOCs are ND (Non-detect)","647 LUAKINI","ST",NA,c(-156.6766084, 20.8725741)
"Property Water Samples",1001,"PAEOHI STREET","TMK: 4-5-023:069",2,"<p> Sample Date: 05/10/2024 <br> Station ID: SL_M1415_0510_SVOC_1 <br> Laboratory ID: 2405016-23 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit)  <p> Sample Date: 5/10/2024<br> Sample ID: SL_M1415_0510_VOC_1<br> Laboratory ID: 2405059-01<br> Reporting value: All VOCs are ND (Non-detect)","PAEOHI","ST",NA,c(-156.6746892, 20.881255)
"Property Water Samples",1002,"365 AULIKE STREET","TMK: 4-6-034:032",2,"<p> Sample Date: 05/10/2024 <br> Station ID: SL_M2150_0510_SVOC_1 <br> Laboratory ID: 2405016-25 <br> Analyte: Bis(2-ethylhexyl)phthalate  <br> Result: 1.06 ug/L <br> RL: 4.73 ug/L <p> Sample Date: 5/10/2024 <br> Sample ID: SL_M2150_0510_VOC_1 <br> Laboratory ID: 2405060-01 <br> Analyte: Toluene <br> Result: 0.40 ug/L  <br> RL: 0.50 ug/L","365 AULIKE","ST",NA,c(-156.6693191, 20.8655724)
"Property Water Samples",1003,"680 LUAKINI STREET","TMK: 4-6-008:083",2,"<p> Sample Date: 05/10/2024 <br> Station ID: SL_M1856_0510_SVOC_1 <br> Laboratory ID: 2405016-26 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit)   <p> Sample Date: 5/10/2024<br> Sample ID: SL_M1856_0510_VOC_1<br> Laboratory ID: 2405060-02<br> Reporting value: All VOCs are ND (Non-detect)","680 LUAKINI","ST",NA,c(-156.6770811, 20.873238)
"Property Water Samples",1004,"642B LUAKINI STREET","TMK: 4-6-008:018",2,"<p> Sample Date: 05/10/2024 <br> Station ID: SL_M1876_0510_SVOC_1 <br> Laboratory ID: 2405016-27 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit)  <p> Sample Date: 5/10/2024 <br> Sample ID: SL_M1876_0510_VOC_1 <br> Laboratory ID: 2405060-03 <br> Analyte: Dichloromethane   <br> Result: 0.31 ug/L  <br> RL: 0.50 ug/L","642B LUAKINI","ST",NA,c(-156.6762056, 20.8726792)
"Property Water Samples",1005,"634 WAINEE STREET","TMK: 4-6-011:031",2,"<p> Sample Date: 05/10/2024 <br> Statio0ample Date: 5/10/2024 <br> Sample ID: SL_M1868_0510_VOC_1 <br> Laboratory ID: 2405060-04 <br> Analyte: Dichloromethane   <br> Result: 0.63 ug/L  <br> RL: 0.50 ug/L","634 WAINEE","ST",NA,c(-156.6744377, 20.8729195)
"Property Water Samples",1006,"354 AULIKE STREET","TMK: 4-6-034:015",2,"<p> Sample Date: 05/11/2024 <br> Station ID: SL_M2152_0511_SVOC_1 <br> Laboratory ID: 2405016-29 <br> Analyte: Hexachlorobenzene (118-74-1) <br> Result: 0.198 ug/L <br> RL: 0.189 ug/L <p> Sample Date: 5/11/2024<br> Sample ID: SL_M2152_0511_VOC_1<br> Laboratory ID: 2405061-01<br> Reporting value: All VOCs are ND (Non-detect)","354 AULIKE","ST",NA,c(-156.6691834, 20.8655556)
"Property Water Samples",1007,"577 LUAKINI STREET","TMK: 4-6-007:013",2,"<p> Sample Date: 05/11/2024 <br> Station ID: SL_M1959_0511_SVOC_1 <br> Laboratory ID: 2405016-30 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit)  <p> Sample Date: 5/11/2024<br> Sample ID: SL_M1959_0511_VOC_1<br> Laboratory ID: 2405061-02<br> Reporting value: All VOCs are ND (Non-detect)","577 LUAKINI","ST",NA,c(-156.6748599, 20.8708472)
"Property Water Samples",1008,"406 LAHAINALUNA ROAD","TMK: 4-6-026:058",2,"<p> Sample Date: 05/11/2024 <br> Station ID: SL_M1578_0511_SVOC_1 <br> Laboratory ID: 2405016-31 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit)  <p> Sample Date: 5/11/2024<br> Sample ID: SL_M1578_0511_VOC_1<br> Laboratory ID: 2405061-03<br> Reporting value: All VOCs are ND (Non-detect)","406 LAHAINALUNA","RD",NA,c(-156.6737397, 20.8796922)
"Property Water Samples",1009,"438 LAHAINALUNA ROAD","TMK: 4-6-026:061",2,"<p> Sample Date: 05/11/2024 <br> Station ID: SL_M1592_0511_SVOC_1 <br> Laboratory ID: 2405016-32 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit)  <p> Sample Date: 5/11/2024<br> Sample ID: SL_M1592_0511_VOC_1<br> Laboratory ID: 2405061-04<br> Reporting value: All VOCs are ND (Non-detect)","438 LAHAINALUNA","RD",NA,c(-156.6731181, 20.8795462)
"Property Water Samples",1010,"282 PUAPIHI STREET","TMK: 4-6-004:032",2,"<p> Sample Date: 05/11/2024 <br> Station ID: SL_M2273_0511_SVOC_1 <br> Laboratory ID: 2405016-33 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit)  <p> Sample Date: 5/11/2024<br> Sample ID: SL_M2273_0511_VOC_1<br> Laboratory ID: 2405061-05<br> Reporting value: All VOCs are ND (Non-detect)","282 PUAPIHI","ST",NA,c(-156.6698302, 20.8629611)
"Property Water Samples",1011,"57 KAHILI PLACE","TMK: 4-6-005:043",2,"<p> Sample Date: 05/11/2024 <br> Station ID: SL_M2173_0511_SVOC_1 <br> Laboratory ID: 2405016-34 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit)  <p> Sample Date: 5/11/2024<br> Sample ID: SL_M2173_0511_VOC_1<br> Laboratory ID: 2405061-07<br> Reporting value: All VOCs are ND (Non-detect)","57 KAHILI","PL",NA,c(-156.6712504, 20.8652644)
"Property Water Samples",1012,"83 KAHILI PLACE","TMK: 4-6-005:049",2,"<p> Sample Date: 05/11/2024 <br> Station ID: SL_M2181_0511_SVOC_1 <br> Laboratory ID: 2405016-35 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit)  <p> Sample Date: 5/11/2024<br> Sample ID: SL_M2181_0511_VOC_1<br> Laboratory ID: 2405061-08<br> Reporting value: All VOCs are ND (Non-detect)","83 KAHILI","PL",NA,c(-156.6706199, 20.8650512)
"Property Water Samples",1013,"332 FRONT STREET","TMK: 4-6-005:002",1,"<p> Sample Date: 05/11/2024 <br> Station ID: SL_M2260_0511_SVOC_1 <br> Laboratory ID: 2405016-36 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit) ","332 FRONT","ST",NA,c(-156.671131, 20.8642185)
"Property Water Samples",1014,"476 WAINEE STREET","TMK: 4-6-012:025",2,"<p> Sample Date: 05/11/2024 <br> Station ID: SL_M2032_0511_SVOC_1 <br> Laboratory ID: 2405016-37 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit)  <p> Sample Date: 5/11/2024<br> Sample ID: SL_M2032_0511_VOC_1<br> Laboratory ID: 2405062-01<br> Reporting value: All VOCs are ND (Non-detect)","476 WAINEE","ST",NA,c(-156.6720752, 20.868188)
"Property Water Samples",1015,"480 WAINEE STREET","TMK: 4-6-012:023",2,"<p> Sample Date: 05/11/2024 <br> Station ID: SL_M2026_0511_SVOC_1 <br> Laboratory ID: 2405016-38 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit)<p> Sample Date: 5/11/2024 <br> Sample ID: SL_M2026_0511_VOC_1 <br> Laboratory ID: 2405067-02 <br> Analyte: Dichloromethane <br> Result: 0.28 ug/L <br> RL: 0.50 ug/L ","480 WAINEE","ST",NA,c(-156.6721326, 20.8682795)
"Property Water Samples",1016,"908 KOPILI STREET","TMK: 4-5-024:057",2,"<p> Sample Date: 05/11/2024 <br> Station ID: SL_M1388_0511_SVOC_1 <br> Laboratory ID: 2405016-39 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit)<p> Sample Date: 5/11/24 <br> Sample ID: SL_M1388_0511_VOC_1 <br> Laboratory ID: 2405067-05 <br> Reporting value: All VOCs are ND (Non-detect)  ","908 KOPILI","ST",NA,c(-156.6768092, 20.8815051)
"Property Water Samples",1017,"419 ALIO STREET","TMK: 4-6-006:058",2,"<p> Sample Date: 05/11/2024 <br> Station ID: SL_M2106_0511_SVOC_1 <br> Laboratory ID: 2405018-01 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit)  <p> Sample Date: 5/11/2024<br> Sample ID: SL_M2106_0511_VOC_1<br> Laboratory ID: 2405056-05<br> Reporting value: All VOCs are ND (Non-detect)","419 ALIO","ST",NA,c(-156.672262, 20.8664243)
"Property Water Samples",1018,"129 LEOLEO STREET","TMK: 4-6-034:035",2,"<p> Sample Date: 05/11/2024 <br> Station ID: SL_M2136_0511_SVOC_1 <br> Laboratory ID: 2405018-02 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit)  <p> Sample Date: 5/11/2024<br> Sample ID: SL_M2136_0511_VOC_1<br> Laboratory ID: 2405056-06<br> Reporting value: All VOCs are ND (Non-detect)","129 LEOLEO","ST",NA,c(-156.669554, 20.8658221)
"Property Water Samples",1019,"28 KUA PLACE","TMK: 4-6-005:031",2,"<p> Sample Date: 05/11/2024 <br> Station ID: SL_M2194_0511_SVOC_1 <br> Laboratory ID: 2405018-03 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit)  <p> Sample Date: 5/11/2024<br> Sample ID: SL_M2194_0511_VOC_1<br> Laboratory ID: 2405057-01RE1<br> Reporting value: All VOCs are ND (Non-detect)","28 KUA","PL",NA,c(-156.6718797, 20.8648284)
"Property Water Samples",1020,"349 KAMANO PLACE","TMK: 4-6-005:035",2,"<p> Sample Date: 05/11/2024 <br> Station ID: SL_M2208_0511_SVOC_1 <br> Laboratory ID: 2405018-04 <br> Analyte: Bis(2-ethylhexyl)phthalate <br> Result: 0.402 ug/L <br> RL: 4.78 ug/L <p> Sample Date: 5/11/2024<br> Sample ID: SL_M2208_0511_VOC_1<br> Laboratory ID: 2405057-02RE1<br> Reporting value: All VOCs are ND (Non-detect)","349 KAMANO","PL",NA,c(-156.6714, 20.8646282)
"Property Water Samples",1021,"615 HONOAPIILANI HWY","TMK: 4-6-011:007",2,"<p> Sample Date: 05/11/2024 <br> Station ID: SL_M1836_0511_SVOC_1 <br> Laboratory ID: 2405018-05 <br> Analyte: Bis(2-ethylhexyl)phthalate <br> Result: 0.372 ug/L <br> RL: 4.77 ug/L <p> Sample Date: 5/11/2024 <br> Sample ID: SL_M1836_0511_VOC_1 <br> Laboratory ID: 2405057-03RE1 <br> Analyte: Toluene   <br> Result: 0.32 ug/L  <br> RL: 0.50 ug/L","615 HONOAPIILANI","HWY",NA,c(-156.6738533, 20.8737631)
"Property Water Samples",1022,"222 PAPALAUA STREET","TMK: 4-5-006:004",2,"<p> Sample Date: 05/11/2024 <br> Station ID: SL_M1669_0511_SVOC_1 <br> Laboratory ID: 2405018-06 <br> Analyte: Bis(2-ethylhexyl)phthalate <br> Result: 0.286 ug/L <br> RL: 4.76 ug/L <p> Sample Date: 5/11/2024<br> Sample ID: SL_M1669_0511_VOC_1<br> Laboratory ID: 2405057-04<br> Reporting value: All VOCs are ND (Non-detect)","222 PAPALAUA","ST",NA,c(-156.6789301, 20.8778809)
"Property Water Samples",1023,"MILL STREET","MILL STREET",2,"<p> Sample Date: 05/11/2024 <br> Station ID: SL_M1683_0511_SVOC_1 <br> Laboratory ID: 2405018-07 <br> Analyte: Bis(2-ethylhexyl)phthalate <br> Result: 0.286 ug/L <br> RL: 4.77 ug/L <p> Sample Date: 5/11/2024<br> Sample ID: SL_M1683_0511_VOC_1<br> Laboratory ID: 2405057-05<br> Reporting value: All VOCs are ND (Non-detect)","MILL","ST",NA,c(-156.6758224, 20.8774285)
"Property Water Samples",1024,"862 KUHUA STREET","TMK: 4-5-025:014",2,"<p> Sample Date: 05/11/2024 <br> Station ID: SL_M1540_0511_SVOC_1 <br> Laboratory ID: 2405018-08 <br> Analyte: Bis(2-ethylhexyl)phthalate <br> Result: 0.336 ug/L <br> RL: 4.80 ug/L <p> Sample Date: 5/11/2024<br> Sample ID: SL_M1540_0511_VOC_1<br> Laboratory ID: 2405057-06<br> Reporting value: All VOCs are ND (Non-detect)","862 KUHUA","ST",NA,c(-156.6763269, 20.8801462)
"Property Water Samples",1025,"612 FRONT STREET","TMK: 4-6-008:048",2,"<p> Sample Date: 05/13/2024 <br> Station ID: SL_M1943_0513_SVOC_1 <br> Laboratory ID: 2405018-09 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit)  <p> Sample Date: 5/13/2024<br> Sample ID: SL_M1943_0513_VOC_1<br> Laboratory ID: 2405063-05<br> Reporting value: All VOCs are ND (Non-detect)","612 FRONT","ST",NA,c(-156.6768173, 20.8713281)
"Property Water Samples",1026,"FRONT STREET","FRONT STREET",2,"<p> Sample Date: 05/13/2024 <br> Station ID: SL_M2022_0513_SVOC_1 <br> Laboratory ID: 2405018-10 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit)  <p> Sample Date: 5/13/2024 <br> Sample ID: SL_M2022_0513_VOC_1 <br> Laboratory ID: 2405063-06 <br> Analyte: Toluene <br> Result: 0.48 ug/L  <br> RL: 0.50 ug/L","FRONT","ST",NA,c(-156.6754481, 20.8684271)
"Property Water Samples",1027,"666 FRONT STREET","TMK: 4-6-008:064",2,"<p> Sample Date: 05/13/2024 <br> Station ID: SL_M1887_0513_SVOC_1 <br> Laboratory ID: 2405018-11 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit)  <p> Sample Date: 5/13/2024<br> Sample ID: SL_M1887_0513_VOC_1<br> Laboratory ID: 2405063-07<br> Reporting value: All VOCs are ND (Non-detect)","666 FRONT","ST",NA,c(-156.6775423, 20.8725282)
"Property Water Samples",1028,"ARMORY S MAIN STREET","TMK: 4-6-002:010",2,"<p> Sample Date: 05/13/2024 <br> Station ID: SL_M2011_0513_SVOC_1 <br> Laboratory ID: 2405018-12 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit)  <p> Sample Date: 5/13/2024<br> Sample ID: SL_M2011_0513_VOC_1<br> Laboratory ID: 2405063-10<br> Reporting value: All VOCs are ND (Non-detect)","ARMORY S MAIN","ST",NA,c(-156.6756391, 20.8688788)
"Property Water Samples",1029,"608 FRONT STREET","TMK: 4-6-008:049",2,"<p> Sample Date: 05/13/2024 <br> Station ID: SL_M1954_0513_SVOC_1 <br> Laboratory ID: 2405018-14 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit)  <p> Sample Date: 5/13/2024<br> Sample ID: SL_M1954_0513_VOV_1<br> Laboratory ID: 2405063-11<br> Reporting value: All VOCs are ND (Non-detect)","608 FRONT","ST",NA,c(-156.6766277, 20.8710939)
"Property Water Samples",1030,"562B FRONT STREET","TMK: 4-6-007:034",2,"<p> Sample Date: 05/13/2024 <br> Station ID: SL_M1973_0513_SVOC_1 <br> Laboratory ID: 2405018-15 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit)  <p> Sample Date: 5/13/2024<br> Sample ID: SL_M1973_0513_VOC_1<br> Laboratory ID: 2405063-08<br> Reporting value: All VOCs are ND (Non-detect)","562B FRONT","ST",NA,c(-156.6752237, 20.8700338)
"Property Water Samples",1031,"141 WAHIKULI ROAD","TMK: 4-5-014:018",2,"<p> Sample Date: 05/13/2024 <br> Station ID: SL_M0304_0513_SVOC_1 <br> Laboratory ID: 2405018-16 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit)  <p> Sample Date: 5/13/2024 <br> Sample ID: SL_M0304_0513_VOC_1 <br> Laboratory ID: 2405064-01 <br> Analyte: Benzene, Ethylbenzene & Styrene <br> Result: 0.63, 0.35, & 2.2  ug/L respectively <br> RL: 0.50 ug/L","141 WAHIKULI","RD",NA,c(-156.6826132, 20.8953221)
"Property Water Samples",1032,"120 MALOLO PLACE","TMK: 4-5-030:010",2,"<p> Sample Date: 05/13/2024 <br> Station ID: SL_M0500_0513_SVOC_1 <br> Laboratory ID: 2405018-17 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit)  <p> Sample Date: 5/13/2024<br> Sample ID: SL_M0500_0513_VOC_1<br> Laboratory ID: 2405064-02<br> Reporting value: All VOCs are ND (Non-detect)","120 MALOLO","PL",NA,c(-156.6829438, 20.8902128)
"Property Water Samples",1033,"161 FLEMING ROAD","TMK: 4-5-014:075",2,"<p> Sample Date: 05/13/2024 <br> Station ID: SL_M0335_0513_SVOC_1 <br> Laboratory ID: 2405018-18 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit)  <p> Sample Date: 5/13/2024<br> Sample ID: SL_M0335_0513_VOC_1<br> Laboratory ID: 2405064-07<br> Reporting value: All VOCs are ND (Non-detect)","161 FLEMING","RD",NA,c(-156.681626, 20.8941363)
"Property Water Samples",1034,"149 WAHIKULI ROAD","TMK: 4-5-014:019",2,"<p> Sample Date: 05/13/2024 <br> Station ID: SL_M0303_0513_SVOC_1 <br> Laboratory ID: 2405018-19 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit)  <p> Sample Date: 5/13/2024<br> Sample ID: SL_M0303_0513_VOC_1<br> Laboratory ID: 2405064-08<br> Reporting value: All VOCs are ND (Non-detect)","149 WAHIKULI","RD",NA,c(-156.6823097, 20.895323)
"Property Water Samples",1035,"1664 KUUIPO STREET","TMK: 4-5-028:013",2,"<p> Sample Date: 05/13/2024 <br> Station ID: SL_M0138_0513_SVOC_1 <br> Laboratory ID: 2405018-20 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit)  <p> Sample Date: 5/13/2024 <br> Sample ID: SL_M0138_0513_VOC_1 <br> Laboratory ID: 2405065-02 <br> Analyte: Dichloromethane, Toluene, Ethylbenzene & Styrene <br> Result: 1.2, 1.3, 2.4 & 13 ug/L respectively <br> RL: 0.50 ug/L","1664 KUUIPO","ST",NA,c(-156.6821839, 20.8992623)
"Property Water Samples",1036,"620 MILL STREET","TMK: 4-6-016:001",2,"<p> Sample Date: 05/13/2024 <br> Station ID: SL_M1854_0513_SVOC_1 <br> Laboratory ID: 2405018-21 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit)  <p> Sample Date: 5/13/2024<br> Sample ID: SL_M1854_0513_VOC_1<br> Laboratory ID: 2405065-03<br> Reporting value: All VOCs are ND (Non-detect)","620 MILL","ST",NA,c(-156.6729196, 20.8732525)
"Property Water Samples",1037,"1600 LOKIA ST","TMK 4-5-028:073",2,"<p> Sample Date: 5/8/2024<br> Sample ID: SL_M0207_0508_VOC_1<br> Laboratory ID: 2405051-01RE1<br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 5/24/2024<br> Sample ID: SL_M0207_0524_SVOC_1<br> Laboratory ID: 2405043-05<br> Reporting value: All SVOCs are U (not detected at or above the reporting limit)","1600 LOKIA","ST",NA,c(-156.6802652, 20.8976834)
"Property Water Samples",1038,"579 WAINEE ST","TMK 4-6-007:021",2,"<p> Sample Date: 5/8/2024<br> Sample ID: SL_M1953_0508_VOC_1<br> Laboratory ID: 2405051-02RE1<br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 5/24/2024<br> Sample ID: SL_M1953_0524_SVOC_1<br> Laboratory ID: 2405043-15<br> Reporting value: All SVOCs are U (not detected at or above the reporting limit)","579 WAINEE","ST",NA,c(-156.6738607, 20.8710481)
"Property Water Samples",1039,"821 KALE ST","TMK 4-5-023:016",1,"<p> Sample Date: 5/9/2024<br> Sample ID: SL_M1535_0509_VOC_1<br> Laboratory ID: 2405052-02RE1<br> Reporting value: All VOCs are ND (Non-detect)","821 KALE","ST",NA,c(-156.673859, 20.880188)
"Property Water Samples",1040,"415 HAUOLA PL","TMK 4-5-023:032",1,"<p> Sample Date: 5/9/2024<br> Sample ID: SL_M1499_0509_VOC_1<br> Laboratory ID: 2405052-03RE1<br> Reporting value: All VOCs are ND (Non-detect)","415 HAUOLA","PL",NA,c(-156.6740718, 20.8805391)
